toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
6206.01,154576989,PC,22h54m03.85s,343.516055,+44d54m46.49s,44.912913,14.289,-11.2,2459856.664,13.1471808,4.471,7691,9.63171,79.8277,832,12.8939,544.396,5670,4.3,1.18,2023-04-03 20:51,2024-08-22 10:08
6207.01,432422552,FP,23h42m09.62s,355.540075,+31d47m35.93s,31.793315,49.441,-1.619,2459881.332,9.7712443,3.956,34227,15.2558,104.782,891,12.1134,243.593,5294,4.61,0.79,2023-04-03 20:51,2024-08-22 10:08
6208.01,326475995,PC,22h07m21.17s,331.838189,+53d31m10.51s,53.519585,17.173,4.53,2459872.105,5.2266285,5.412,6662,15.6275,1046.27,1584,11.9806,696.374,6205,3.91,2,2023-04-03 20:51,2024-10-02 12:02
6209.01,200606486,APC,22h37m51.26s,339.463592,+45d09m35.85s,45.159958,-32.053,-17.992,2459881.945,0.747693,0.684,3434,6.17927,414.266,1256,12.9672,314.979,4825,4.47,0.86,2023-04-03 20:51,2024-08-22 10:08
621.01,30828562,APC,08h58m52.4s,134.718341,-43d27m10.07s,-43.452796,-29.488,20.116,2459304.419,3.1123343,2.388,6080,22.1621,7091.97,2556,8.1327,184.125,7850,4.08695,1.92,2019-04-10 17:25,2024-10-10 10:08
6210.01,326116570,APC,22h06m14.99s,331.562453,+52d16m07.03s,52.26862,-6.631,-8.574,2459876.707,7.8580085,6.999,4378,21.4783,908.368,1529,11.707,1093.37,6406,3.46,3.5,2023-04-03 20:51,2024-08-22 10:08
6211.01,25758870,PC,00h40m02.73s,10.011395,+24d22m46.83s,24.379676,14.82,3.008,2459881.501,10.3473602,2.365,7695,10.117,38.6952,694,12.6474,510.917,5672,4.33,1.14,2023-04-03 20:51,2024-08-22 10:08
6212.01,173671381,PC,23h16m13.49s,349.05622,+45d00m45.24s,45.012568,-0.871,3.66,2459879.478,3.6444426,3.296,6276,19.0899,1872.26,1832,13.0803,849.122,5407,3.86,1.88,2023-04-03 20:51,2024-08-22 10:08
6213.01,430751891,PC,22h14m56.23s,333.73428,+48d52m35.68s,48.876577,1.377,2.83,2459878.065,2.3921761,2.792,8040,12.2947,1055.22,1587,12.3642,628.024,5817,4.04,1.63,2023-04-03 20:51,2024-09-24 12:02
6214.01,314088020,PC,21h15m25.78s,318.857399,+56d07m11.38s,56.119827,-3.326,-4.272,2459868.61,7.0346299,2.565,3746,17.638,533.148,1338,12.4954,1183.88,8294,3.97,2.44,2023-04-03 20:51,2024-08-22 10:08
6215.01,431114892,PC,22h20m09.48s,335.039505,+51d33m22.14s,51.55615,-0.698,-1.455,2459879.051,2.0323202,2.786,8896,15.3325,5028.16,2345,13.0454,1459.35,8011,4.27,1.68,2023-04-03 20:51,2024-11-06 12:03
6216.01,428317266,PC,22h58m29.04s,344.620982,+57d27m10.08s,57.4528,81.917,41.298,2459831.799,29.5406035,3.382,13065,10.9471,12.4858,523,12.0152,322.084,6315,4.58,0.94,2023-04-03 20:51,2024-08-22 10:08
6217.01,375116172,PC,21h00m53.62s,315.223413,+54d57m44.87s,54.962464,4.407,-1.833,2459881.16,3.0365848,3.089,8184,17.0668,850.609,1504,13.1013,837.654,5928,3.84,2.06,2023-04-03 20:51,2024-08-22 10:08
6218.01,202283090,PC,00h20m26.71s,5.111293,+48d46m03.98s,48.767772,-6.868,-25.703,2459878.346,5.1570194,2.42,16586,12.0548,50.6137,743,11.702,159.96,4476.1,4.38,0.89,2023-04-03 20:51,2025-09-19 12:04
6219.01,252585354,PC,23h02m37.23s,345.655117,+50d06m17.74s,50.104928,4.392,2.4,2459881.309,2.4784193,1.687,3910,12.5391,493.403,1313,13.2805,1093.22,6115,4.04,1.69,2023-04-03 20:51,2024-10-06 12:02
622.01,83092282,CP,08h21m13.21s,125.305054,-46d29m03.47s,-46.484296,-4.633,-17.577,2460006.078,6.4025295,3.9233956,3814.950895,9.3002413,623.0276834,1274.226362,8.5615,123.297,7056,4.33435,1.4072,2019-04-10 17:25,2024-02-15 10:08
6220.01,325653071,PC,22h04m26.49s,331.110391,+49d41m13.72s,49.687144,-5.265,-9.986,2459868.567,19.6518502,2.525,3125,8.79457,27.0742,635,10.7981,358.734,6359,4.15,1.56,2023-04-03 20:51,2024-08-22 10:08
6221.01,456910600,PC,01h46m37.75s,26.657289,+22d44m35.01s,22.743059,0.119,3.048,2460223.783,9.8326403,4.827,2767,6.80252,229.607,1084,12.5316,606.891,5966.4,4.18,1.41,2023-04-03 20:51,2024-09-24 10:08
6222.01,150907983,PC,00h18m47.89s,4.699535,+22d21m16.17s,22.354492,-2.238,-1.886,2459878.775,9.4321076,3.852,7052,11.0911,223.365,1077,12.0861,615.666,6704,4.28,1.43,2023-04-03 20:51,2024-08-22 10:08
6223.01,288144647,CP,23h43m48.14s,355.950598,+33d04m02.05s,33.067236,14.046,-29.305,2459879.618,3.8553342,1.895,6624,4.94518,41.8646,708,12.6758,133.122,3909,4.65,0.6,2023-04-03 20:51,2025-07-22 12:04
6224.01,66726479,PC,22h47m27.97s,341.866559,+52d23m42.48s,52.395133,13.665,10.157,2459881.613,1.5554236,1.916,18149,13.1166,711.089,1438,13.2049,498.044,5318,4.39,1.01,2023-04-03 20:51,2025-10-25 12:03
6225.01,352147273,PC,00h01m56.41s,0.485039,+35d59m51.99s,35.997774,39.607,-59.835,2459867.416,8.555965,1.865,12373,5.09342,4.00885,394,13.104,83.7373,3376,4.79,0.44,2023-04-03 20:51,2024-08-22 10:08
6226.01,176789447,PC,23h37m21.78s,354.340737,+47d17m19.21s,47.288669,0.417,-4.429,2459880.972,3.8857292,1.928,6215,13.8034,248.774,1106,13.0145,1027.44,6084,3.99,1.79,2023-04-03 20:51,2024-08-22 10:08
6227.01,53874375,PC,00h58m07.64s,14.531835,+29d59m08.04s,29.985566,-13.385,12.683,2459879.249,3.0922512,1.936,44139,15.731,64.8463,790,14.3279,313.996,3661,4.59,0.68,2023-04-03 20:51,2024-08-22 10:08
6228.01,66788350,PC,22h48m09.72s,342.040487,+48d32m54.59s,48.548498,1.463,-1.45,2459880.856,3.3338016,2.902,5100,15.1293,2284.74,1926,11.6181,960.874,7894,4.04,2.17,2023-04-03 20:51,2024-08-22 10:08
6229.01,437736517,PC,00h09m40.1s,2.417089,+28d14m37.24s,28.243677,19.32,-2.873,2459875.789,4.6071277,2.266,17579,10.6145,87.2497,851,12.9192,314.824,4928,4.52,0.82,2023-04-03 20:51,2024-08-22 10:08
623.01,101395259,FP,09h54m52.87s,148.720293,-23d19m55.62s,-23.332118,-20.119,7.542,2458523.943,7.574675,3.0847866,6208.064931,13.4069567,516.8517446,1216.07748,10.1913,275.377,6422,4.20608,1.4885499,2019-04-10 17:25,2024-09-09 10:08
6230.01,252610172,PC,23h03m46.43s,345.943472,+49d21m59.01s,49.366393,1.272,-6.174,2459880.187,4.3518774,3.284,6682,12.0164,673.068,1419,12.6848,891.159,6496.3,4.15,1.61,2023-04-03 20:51,2024-08-22 10:08
6231.01,406783172,PC,21h41m25.18s,325.354929,+61d26m30.9s,61.441916,-24.097,-16.959,2459836.451,24.8366994,4.793,10898,8.57154,40.0666,700,12.735,391.594,6334,4.63,0.89,2023-04-03 20:51,2025-09-03 12:05
6232.01,202087931,PC,00h16m15.88s,4.066146,+49d11m10.98s,49.186384,-1.031,-11.382,2459870.642,9.8538051,4.048,14768,13.3007,102.929,887,13.0754,581.095,5634,4.35,1.11,2023-04-03 20:51,2024-08-22 10:08
6233.01,431660224,PC,23h53m57.51s,358.489622,+52d32m00.69s,52.533524,13.999,-3.515,2459876.5,3.7069545,2.38,7766,12.7103,517.456,1328,11.1585,377.069,6643,4.23,1.49,2023-04-03 20:51,2025-09-19 12:04
6234.01,202282233,PC,00h20m16.6s,5.069168,+49d27m57.37s,49.465936,-11.278,1.015,2459869.411,6.6283182,4.344,5378,9.65916,273.774,1133,12.8741,631.946,5528,4.16,1.35,2023-04-03 20:51,2024-08-22 10:08
6235.01,150902766,APC,00h16m52.59s,4.219134,+20d25m58.03s,20.432785,17.828,-142.608,2459872.368,7.8209807,1.183,15145,14.2139,43.9112,717,12.8967,374.957,5917,4.76,0.71,2023-04-03 20:51,2024-08-22 10:08
6236.01,405532603,APC,23h56m45.27s,359.188611,+28d36m36.27s,28.610076,28.772,-3.323,2459882.031,3.3045926,1.322,8637,12.7666,145.508,967,11.4715,403.61,6102,4.22,1.38,2023-04-03 20:51,2024-08-22 10:08
6237.01,430431091,PC,22h10m42.23s,332.675965,+48d39m09.95s,48.652765,0.098,0.126,2459878.064,4.1533998,3.857,6043,15.5058,1266.49,1661,13.2587,1556.04,6866,3.96,2.11,2023-04-03 20:51,2024-08-22 10:08
6238.01,125489084,PC,23h40m00.68s,355.002821,+40d40m57.66s,40.682684,-10.239,-0.448,2459879.172,5.7419523,2.08,7850,9.81505,82.5797,839,13.3351,676.128,5396,4.21,1.26,2023-04-03 20:51,2024-08-22 10:08
6239.01,319294834,PC,23h21m44.26s,350.434421,+54d06m43.76s,54.112156,19.489,3.904,2459872.19,6.0749198,2.728,6328,10.0564,146.106,968,12.483,563.864,5643,4.13,1.43,2023-04-03 20:51,2025-11-16 12:03
624.01,399870368,CP,04h58m12.56s,74.552333,+09d59m52.72s,9.997979,-2.657,-4.996,2459197.008,2.7443216,3.42,10071,20.1852,5405.6,2388,9.3371,330.739,8730,4.19,1.97,2019-04-23 16:01,2024-01-03 10:08
6240.01,249776059,PC,22h38m29.58s,339.623242,+50d31m29.68s,50.524911,-3.904,-1.204,2459881.923,1.1797412,3.391,7122,11.867,8997.74,2713,12.9847,960.615,6393,4.16,1.55,2023-04-03 20:51,2024-08-22 12:02
6241.01,15654898,PC,01h08m19.84s,17.082679,+25d39m09.27s,25.652576,-23.898,-10.704,2459879.124,3.7812464,2.13,2521,4.97462,167.006,1001,12.0227,278.827,5209,4.4,0.99,2023-04-03 20:51,2024-08-22 10:08
6242.01,437740083,FP,00h11m48.09s,2.950371,+27d26m34.13s,27.442815,23.292,14.009,2459879.464,5.6020298,1.893,6146,11.3612,89.7874,857,11.0999,328.625,5750.6,4.14,1.44,2023-04-03 20:51,2024-08-22 10:08
6243.01,276250096,PC,21h56m21.41s,329.089206,+54d27m58.59s,54.466274,41.615,16.003,2459875.524,3.5653226,1.7,902,2.88847,185.407,1028,10.7106,181.395,5715,4.45,1,2023-04-03 20:51,2024-08-22 12:02
6244.01,431216437,APC,22h54m12.77s,343.553201,+52d23m01.55s,52.383764,24.812,18.532,2459879.166,2.5553078,2.332,12879,15.4336,551.23,1349,10.5508,230.559,5739.2,4.22,1.3,2023-04-03 20:51,2024-08-22 10:08
6245.01,446157122,PC,05h54m47.82s,88.699253,+80d05m40.61s,80.094614,-150.687,-6.745,2458818.755,3.2149937,0.7022664,1438.82974,0.9044272,7.3383538,419.7777463,12.133,22.1852,3106,5.00517,0.236457,2023-04-03 20:52,2024-10-23 12:03
6246.01,388505345,PC,23h46m29.19s,356.621626,+81d22m41.02s,81.378061,-9.373,0.18,2459723.376,6.7786403,1.8963943,1146.365364,13.8147158,2865.198104,1865.986139,7.7085,187.612,7665,3.86,2.5943999,2023-04-03 20:52,2023-12-23 12:02
6247.01,418301643,PC,21h34m19.74s,323.582256,+72d45m27.48s,72.757634,15.21,9.107,2460602.195,24.091624,4.759,521,2.87574,72.6894,810,9.62005,216.838,6675,4.24,1.49,2023-04-03 20:52,2025-07-23 16:00
6248.01,154304816,PC,22h49m38.55s,342.410629,+46d20m59.94s,46.349983,0.348,-1.504,2459828.7,3.8528933,2.2041562,8132.241544,18.8912058,974.4816829,1424.994439,12.7841,701.295,6306,4.267,1.35595,2023-04-03 20:52,2023-04-04 12:02
6249.01,456260074,PC,06h45m58.09s,101.492034,+66d53m26.32s,66.890644,-26.86,-20.602,2458853.47,1092.002299,5.604929,1689.599727,3.1384101,0.0742263,133.1248776,9.0449,47.9491,4813,4.57884,0.751037,2023-04-03 20:52,2023-06-05 12:03
6249.02,456260074,PC,06h45m58.09s,101.492034,+66d53m26.32s,66.890644,-26.86,-20.602,2458844.108,15.5739143,2.4269262,779.9193691,2.5864246,21.461443,548.952136,9.0449,47.9491,4813,4.57884,0.751037,2023-04-03 20:52,2023-06-05 12:03
625.01,379929661,CP,08h42m01.35s,130.505638,+03d42m38.04s,3.710566,-2.856,0.984,2459979.751,4.786958,4.936,8390,18.0112,2320.18,1933,9.6129,341.263,7668.6,4.13,1.91,2019-04-23 16:01,2023-03-28 16:02
6250.01,455737331,PC,23h49m24.44s,357.351836,+36d54m01.64s,36.900456,112.827,-77.66,2458780.693,1076.609417,6.7803831,626.6130191,2.7512261,0.2824759,185.93669,9.51477,121.523,5848,4.38886,1.08752,2023-04-03 20:52,2023-08-29 12:02
6251.01,52005579,CP,00h15m49.9s,3.957914,+13d33m27.42s,13.557617,618.003,329.319,2459458.901,12.7614706,1.0497761,1215.24958,0.9705763,1.9017251,299.5067987,10.1769,12.21,3376,4.9613,0.269427,2023-04-03 20:52,2024-09-18 10:08
6252.01,307734818,PC,11h26m23.21s,171.596707,+28d03m28.9s,28.058028,31.358,-18.738,2459661.706,2.1077445,1.779,33127,12.0414,95.8765,871,13.7607,244.588,3954,4.61,0.65,2023-04-06 19:32,2025-01-01 12:03
6253.01,287152495,PC,16h54m47.35s,253.697283,+60d42m10.07s,60.702797,-20.038,34.142,2458686.243,9.2347348,0.9619972,354.6074958,1.3883495,112.6755159,830.9542977,11.6807,163.316,4902,4.59853,0.744485,2023-04-06 19:33,2024-03-24 12:03
6254.01,432758245,PC,00h57m17.47s,14.322777,+37d01m44.33s,37.02898,7.406,-41.005,2458765.541,1.5361137,1.1370302,543.7767369,2.4339573,876.5741465,1387.768144,10.4564,131.686,5317,4.50528,0.885814,2023-04-06 19:33,2023-12-23 12:02
6255.01,261135533,CP,22h06m00.76s,331.503161,+39d17m55.78s,39.298828,69.188,-458.917,2458738.712,0.2381823,0.4763536,493.9763957,0.9617386,588.9943508,1256.456716,10.4458,20.3167,3423,4.85554,0.369077,2023-04-06 19:33,2025-04-21 12:03
6256.01,373017793,PC,23h59m43.92s,359.933006,+77d48m13.43s,77.803731,29.441,11.41,2459722.053,7.9945503,4.7645363,484.9830269,3.4801634,311.9071042,1071.830389,10.2602,218.299,6088,4.27,1.30233,2023-04-06 19:33,2023-12-23 12:02
6257.01,237204346,PC,19h33m17.63s,293.323467,+76d55m18.1s,76.921694,19.04,30.514,2458796.051,6.5452014,4.1931124,356.0286213,2.5553163,462.9139946,1183.027465,10.6713,287.03,6353,4.29887,1.31864,2023-04-06 19:33,2023-12-25 12:02
6258.01,435878153,PC,00h52m20.49s,13.085379,+20d56m19.95s,20.938876,85.693,-53.08,2458764.784,0.5570869,0.9916975,995.2172114,1.2151478,189.5973427,946.4067108,12.0398,44.0959,3392,4.84507,0.380156,2023-04-06 19:33,2024-02-23 12:03
6259.01,294497466,PC,09h20m27.76s,140.115658,-51d39m37.64s,-51.660455,-8.258,9.301,2460009.296,3.2376482,2.038,698,5.6488,2947.16,2052,10.2279,606.267,10023,4.17,2.19,2023-04-13 19:48,2023-05-30 12:02
626.01,65412605,CP,07h12m29.55s,108.123114,-24d57m12.82s,-24.95356,-2.276,0.338,2459980.874,4.4010465,4.757,6903,19.7441,3731.9,2177,9.50712,437.215,8489,4.03,2.32,2019-04-23 16:01,2023-03-28 16:02
6260.01,60984804,PC,09h22m22.99s,140.595793,-06d03m38.29s,-6.060635,-44.806,-9.177,2460009.508,2.3898191,2.766,210,2.32849,3762.79,2181,7.11719,113.102,7707,4.11,1.96,2023-04-13 19:48,2024-01-23 12:02
6261.01,181748381,PC,08h48m13.26s,132.055241,-39d41m10.65s,-39.686292,-18.738,8.575,2460013.717,5.4920894,2.934,3962,8.83359,265.101,1124,10.4441,267.542,6090,4.12,1.53,2023-04-13 19:48,2023-04-14 12:02
6262.01,180575165,PC,08h36m37.93s,129.158047,-36d31m23.43s,-36.523174,-7.01,2.082,2460013.011,1.4945947,2.71,280,2.79068,21608.7,3377,9.9551,441.135,9532,4.34,1.75,2023-04-13 19:48,2023-04-14 12:02
6263.01,293547742,PC,09h16m47.94s,139.199747,-49d18m03.04s,-49.300844,-214.498,116.674,2460009.249,3.0178746,2.679,193,0.930891,303.499,1162,9.1348,46.2588,4717,4.61,0.71,2023-04-13 19:48,2025-03-20 12:04
6264.01,291471222,PC,07h26m05.74s,111.523899,-52d27m47.52s,-52.4632,-15.665,23.876,2460011.205,5.6928845,4.261,291,3.80626,908.509,1529,10.1972,437.146,6610,3.79,2.47,2023-04-13 19:48,2023-04-14 12:02
6265.01,344927749,PC,10h06m30.62s,151.627588,+03d28m27.69s,3.474358,-58.742,-69.112,2460280.915,5.7935723,3.395,133,1.50725,444.131,1278,7.4829,71.8401,6387.1,4.27,1.37,2023-04-13 19:48,2024-04-27 12:03
6265.02,344927749,PC,10h06m30.62s,151.627588,+03d28m27.69s,3.474358,-58.742,-69.112,2460282.886,4.1793325,3.012,102,1.20236,697.716,1431,7.4829,71.8401,6387.1,4.27,1.37,2024-01-25 23:12,2025-02-07 12:03
6266.01,193023697,PC,10h22m23.48s,155.597851,-28d50m50.95s,-28.847487,-5.101,30.917,2460013.265,2.7895524,1.969,262,0.986147,376.853,1227,8.5953,42.6435,5039,4.62,0.74,2023-04-13 19:48,2024-01-23 12:02
6267.01,296737508,PC,09h28m43.02s,142.17927,-14d41m11.22s,-14.686449,1.342,-4.534,2460005.986,733.9910938,4.719,1675,4.8141,31.6587,660,9.19706,118.021,5699.6,4.24,1.27,2023-04-13 19:48,2024-09-06 10:08
6268.01,434477274,PC,10h24m29.04s,156.121019,-23d00m15.01s,-23.004169,-26.349,7.901,2459989.6,2.8959153,1.7993552,7042.935196,13.8781874,1511.712688,1590.329314,12.2659,629.506,6249,4.22232,1.4101501,2023-04-13 19:49,2026-01-25 12:03
6269.01,168281028,KP,10h17m05.05s,154.271062,-25d16m34.67s,-25.276298,-21.752,-7.54,2459991.435,4.3744614,3.0484494,3270.982856,6.4637765,419.4378829,1154.214864,11.8134,343.525,5677,4.34735,1.11563,2023-04-13 19:49,2023-04-18 12:03
627.01,365781372,FP,05h27m41.66s,81.92358,+07d55m06.69s,7.918525,-2.362,-7.589,2458469.224,1.13889,2.154,5368.19,22.4869,16504.7,3157,10.0267,629.834,7852.8,4.08,2.79,2019-04-23 16:24,2021-10-29 12:59
6270.01,192976435,PC,10h20m07.72s,155.032187,-29d16m33.99s,-29.276109,-12.492,3.069,2459992.528,4.2275389,4.4305716,8677.549547,14.8654685,1012.740209,1438.779571,12.8122,819.375,6001,4.09439,1.56496,2023-04-13 19:49,2025-07-09 16:00
6271.01,134528212,PC,08h09m39.31s,122.413793,-37d22m15.96s,-37.371099,4.079,-4.126,2459963.609,1.604607,2.2761218,16676.38006,,1388.452801,1556.870644,13.7025,705.238,5780,4.438,,2023-04-13 19:49,2025-07-09 16:00
6272.01,33303538,APC,09h59m40.43s,149.91844,-06d54m21.83s,-6.906064,5.04,-3.478,2459989.253,2.5141406,2.5419014,3574.885031,17.7772903,3909.742213,2016.771894,10.7852,476.194,6880,4.08875,1.82496,2023-04-13 19:49,2024-03-14 12:03
6273.01,142211778,KP,12h02m11.09s,180.546219,-35d32m54.99s,-35.548609,-2.416,1.487,2460016.847,3.052057,3.4817792,9403.092601,13.6453428,1077.344058,1461.195597,13.9069,1096.19,5726,4.16246,1.38708,2023-04-27 20:49,2023-04-27 16:02
6274.01,465933345,PC,10h59m03.33s,164.76388,-60d04m58.58s,-60.082938,-18.138,-3.208,2460014.407,1.1109316,1.9803068,2227.434626,12.8052345,17056.81666,2914.702577,10.4819,502.979,6498.6,3.67,2.3323801,2023-04-27 20:49,2025-07-09 16:00
6275.01,49043968,CP,10h57m23.79s,164.34914,-29d59m49.64s,-29.997123,-49.031,1.227,2460017.859,6.2462252,4.2508361,13270.52927,13.4614756,339.10135,1094.465634,11.6337,362.087,6132,4.38741,1.1417201,2023-04-27 20:49,2024-05-16 10:08
6276.01,397362481,CP,11h41m01.51s,175.256304,-44d24m14.94s,-44.404149,-660.418,241.799,2460017.117,6.2031608,1.5987379,210.8404349,1.0214599,45.9626286,664.0808611,6.7213,12.7781,4633.87,4.70763,0.630715,2023-04-27 20:49,2025-07-09 16:00
6276.02,397362481,CP,11h41m01.51s,175.256304,-44d24m14.94s,-44.404149,-660.418,241.799,2460014.847,4.466068,1.6847832,210.7032691,0.9794583,71.2287197,740.9408412,6.7213,12.7781,4633.87,4.70763,0.630715,2023-04-27 20:49,2025-07-09 16:00
6276.03,397362481,PC,11h41m01.51s,175.256304,-44d24m14.94s,-44.404149,-660.418,241.799,2460018.572,7.8708661,1.6355898,190.7947353,1.0314874,33.4599699,613.4104018,6.7213,12.7781,4633.87,4.70763,0.630715,2024-02-01 22:40,2025-04-21 12:03
6277.01,462206806,PC,10h01m51.32s,150.46383,-55d39m37.34s,-55.660373,4.081,5.649,2460016.245,3.3733921,2.8544595,16371.24963,14.5810502,582.4015776,1252.925895,11.9905,362.374,5704,4.36494,1.09866,2023-04-27 20:49,2025-07-09 16:00
6278.01,157230659,KP,11h44m59.99s,176.249942,-35d38m26.03s,-35.640563,-18.414,7.138,2460019.141,7.5337657,5.5843836,4697.175309,10.611119,422.1623374,1156.084613,11.6634,446.442,5869,4.09453,1.52905,2023-04-27 20:49,2023-04-27 16:02
6279.01,449951606,FP,11h12m51.09s,168.212865,-58d56m32.76s,-58.942432,-8.314,2.737,2460032.93,5.1681189,3.736,1759,13.3663,1947.87,1850,10.3879,860.379,8254,3.67,3.44,2023-04-27 20:49,2023-07-08 12:03
628.01,281408474,CP,06h37m03.13s,99.263061,+01d46m03.18s,1.76755,-1.437,-1.082,2458469.235,3.4076,3.69,7500,12.1343,1052.9,1586,9.65646,178.68,6174,4.23,1.38,2019-04-23 16:24,2022-01-12 12:02
6280.01,370877263,FP,09h40m41.85s,145.174365,-66d39m16.16s,-66.65449,-6.545,4.902,2460087.169,15.9865412,1.636,1451,7.52088,55.7095,761,9.927,199.531,6429,4.34,1.28,2023-04-27 20:49,2025-07-09 16:00
6281.01,152569268,PC,11h29m30.85s,172.378524,-40d36m33.93s,-40.609425,-117.521,60.118,2460038.11,1.0542548,1.271,423,2.77385,4181.02,2240,9.9542,57.7451,4160.1,4.37,0.87,2023-04-27 20:49,2024-01-23 12:02
6282.01,370009806,PC,03h08m07.55s,47.031443,-70d06m37.65s,-70.110459,-35.426,-9.169,2460205.519,12.4751631,3.937,236,1.56473,172.89,1010,9.1848,113.881,6055,4.41,1.09,2023-05-03 22:20,2024-01-23 12:02
6283.01,361218772,PC,09h35m22.12s,143.84218,-65d12m58.25s,-65.216181,-27.504,20.334,2459287.316,51.6708185,3.449,4697,12.8776,7.89484,466,9.3478,262.942,7115,4.07,1.91,2023-05-03 22:20,2024-01-29 12:03
6284.01,286763141,PC,10h01m24.03s,150.350107,-38d50m27.74s,-38.841039,161.909,-207.177,2460035.842,3.4475935,1.731,320,0.830466,31.3617,659,9.72334,21.0197,3548,4.77,0.47,2023-05-03 22:20,2024-05-08 12:03
6285.01,308778563,PC,01h36m52.25s,24.21772,+51d37m53.66s,51.631573,-0.084,-6.803,2459908.498,6.8581311,5.186,2790,10.9703,753.001,1459,10.6006,432.725,6605,3.92,2.12,2023-05-03 22:21,2024-10-16 12:02
6286.01,354285962,FP,23h05m45.9s,346.44125,+72d24m37.99s,72.410554,-8.426,-1.219,2459907.595,5.6289226,9.272,1850,8.93102,4560.18,2289,12.4721,1111.47,6683,3.72,2.72,2023-05-03 22:21,2024-08-22 10:08
6287.01,22712134,PC,02h31m51.31s,37.963775,+28d57m57.64s,28.96601,1.39,-12.23,2459908.58,1.640758,1.326,2129,8.61251,747.202,1456,12.6502,779.009,6262,4.16,1.52,2023-05-03 22:21,2024-08-22 10:08
6288.01,240714633,PC,00h40m38.35s,10.159796,+52d39m15.87s,52.654408,67.719,-7.009,2459895.113,18.0370154,2.356,8355,7.85944,9.70594,491,12.383,307.157,5400,4.55,0.85,2023-05-03 22:21,2024-08-22 10:08
6289.01,292469572,PC,02h10m28.73s,32.619714,+43d58m30.11s,43.97503,12.648,-9,2459905.132,3.7077543,2.662,9913,11.5364,317.476,1175,13.2644,608.995,5620.2,4.4,1.04,2023-05-03 22:21,2025-01-15 12:03
629.01,293853437,CP,06h23m18.7s,95.827908,+00d53m00.05s,0.883347,6.476,-3.898,2459221.689,8.7179665,6.143,2420,12.3121,2341.09,1937,8.69437,333.379,9165,4.05,2.38,2019-04-23 16:24,2024-09-10 10:08
6290.01,256576519,PC,21h49m21.97s,327.341524,+67d01m46.38s,67.029549,42.247,-24.535,2459893.809,17.6037996,3.574,882,2.74615,23.7402,614,10.6382,151.713,5265,4.43,0.96,2023-05-03 22:21,2024-08-22 10:08
6291.01,26390980,PC,03h45m15.69s,56.31536,+32d08m12.49s,32.136803,-1.472,-5.553,2459900.051,5.2556421,3.434,4390,15.1084,191.054,1035,13.0735,449.608,5061,,2.26,2023-05-03 22:21,2024-08-22 10:08
6292.01,238751619,PC,02h56m21.49s,44.089561,+43d05m31.97s,43.092213,-0.54,-10.604,2459908.736,0.8236066,1.71,1090,5.5335,4901.54,2331,11.627,522.859,6202,4.06,1.69,2023-05-03 22:21,2024-08-22 10:08
6293.01,34977731,PC,03h12m05.37s,48.022366,+28d27m52.85s,28.46468,33.29,-32.897,2459899.168,13.3673993,3.63,10278,9.61997,25.0292,623,13.1745,322.06,4831,4.4,0.93,2023-05-03 22:21,2024-08-22 10:08
6293.02,34977731,PC,03h12m05.37s,48.022366,+28d27m52.85s,28.46468,33.29,-32.897,2459480.391,405.0756576,5.339,15337,9.31573,0.0601025,137,13.1745,322.06,4831,4.4,0.93,2023-05-03 22:21,2025-12-19 12:05
6294.01,434813314,PC,23h03m17.92s,345.824668,+60d18m40.14s,60.311149,-4.242,9.728,2459893.518,9.288704,3.019,14044,9.62284,34.2291,673,12.4533,217.443,4753,4.57,0.75,2023-05-03 22:21,2025-07-22 12:04
6295.01,456171328,PC,03h28m54.19s,52.225799,+46d26m34.95s,46.443043,-5.592,-7.206,2458799.42,1106.220834,3.759,6252,14.786,0.0333828,119,11.4381,420.683,6199,4.07,1.67,2023-05-03 22:21,2024-08-22 10:08
6296.01,373894336,PC,01h53m10.05s,28.291856,+60d13m25.73s,60.223815,-7.422,3.639,2459908.37,4.2234273,4.384,7945,14.4033,1446.04,1717,12.7859,853.919,6696,4.04,1.88,2023-05-03 22:21,2024-08-22 10:08
6297.01,369907772,PC,01h22m14.87s,20.561956,+56d46m41.51s,56.778196,-0.242,4.447,2459904.299,4.2771464,3.867,6104,13.316,1149.87,1622,12.0782,773.628,6707,4.03,1.91,2023-05-03 22:21,2024-08-22 10:08
6298.01,285233023,FP,00h49m53.05s,12.471055,+60d56m45.74s,60.946038,-5.379,-7.593,2459904.857,2.8577028,2.264,2695,7.78724,771.67,1468,12.4487,594.839,6240,4.2,1.45,2023-05-03 22:21,2024-08-22 10:08
6299.01,285505979,PC,01h52m00.72s,28.003018,+50d55m15.38s,50.920939,55.387,-29.82,2459905.45,4.7089027,0.942,2426,6.86414,18.4286,577,10.9907,102.382,4351.7,4.41,0.85,2023-05-03 22:21,2024-08-22 10:08
630.01,123898871,APC,06h03m39.84s,90.916011,-19d02m27.02s,-19.04084,-4.403,6.224,2459226.361,4.9091704,4.042,13100,20.5266,1286.54,1668,9.84786,309.705,7210.5,4.11,1.7,2019-04-23 16:24,2024-09-19 10:08
