toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1000.01,50365310,FP,07h29m25.85s,112.357708,-12d41m45.46s,-12.69596,-5.964,-0.076,2459229.63,2.1713484,2.0172196,656.8860989,5.8181633,22601.94858,3127.204052,9.604,485.735,10249,4.19,2.16986,2019-07-24 15:58,2024-09-09 10:08
1001.01,88863718,PC,08h10m19.31s,122.580465,-05d30m49.87s,-5.513852,-4.956,-15.555,2459987.949,1.9316462,3.166,1286,11.2154,44464.5,4045,9.42344,295.862,7070,4.03,2.01,2019-07-24 15:58,2023-04-03 14:31
1002.01,124709665,FP,06h58m54.47s,104.726966,-10d34m49.64s,-10.580455,-1.462,-2.249,2459224.688,1.8675574,1.408,1500,23.7529,2860.61,2037,9.299501,943.109,8924,,5.73,2019-07-24 15:58,2022-07-11 16:02
1003.01,106997505,FP,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.939,1.64,2458493.396,2.74323,3.167,383.41,,1177.36,1631,9.3003,7728.17,5388.5,4.15,,2019-07-24 15:58,2022-02-23 10:10
1004.01,238597883,FP,08h08m42.77s,122.178195,-48d48m10.12s,-48.802811,-4.496,9.347,2459987.047,3.5730141,3.37,755,11.3113,54679.3,4260,9.1355,356.437,9219,4.14,2.15,2019-07-24 15:58,2024-09-09 10:08
1005.01,169904935,FP,08h02m49.15s,120.704811,-11d06m05.48s,-11.101521,-26.932,-2.901,2459985.157,4.5505945,2.654,3731,7.10841,414.775,1257,9.1309,100.711,5613,,1.09,2019-07-24 15:58,2025-07-08 10:08
1006.01,156115721,FP,08h17m26.22s,124.359239,-27d16m24.68s,-27.273521,-29.1,-6.8,2459229.985,2.5047918,4.3797563,2270.540219,8.6950898,1750.932635,1649.82207,9.2386,,6616,,1.53429,2019-07-24 15:58,2021-10-29 12:59
1007.01,65212867,PC,07h31m00.57s,112.752393,-04d27m48.09s,-4.463359,0.357,3.399,2459247.931,6.9989206,3.953,2840,14.7752,448.744,1282,8.87759,283.291,6596,3.71,2.7,2019-07-24 15:58,2021-10-29 12:59
1008.01,440801822,FP,07h17m31.88s,109.382839,+13d23m42.79s,13.395219,-17.9,1.3,2460258.236,2.0483755,2.767,483,3.19621,5644.4,,8.9362,144.297,6858.5,4.2,1.57,2019-07-24 15:58,2023-12-08 16:02
1009.01,107782586,PC,07h26m40.28s,111.667845,-24d27m43.6s,-24.462111,-3.297,4.849,2459229.231,1.9600277,2.0065257,1707.627269,,1063.342296,1456.424653,8.4331,866.147,8868.7,,,2019-07-24 15:58,2024-01-17 10:08
101.01,231663901,KP,21h14m56.88s,318.737012,-55d52m18.71s,-55.871863,12.641,-16.011,2458326.009,1.4303699,1.6165994,18960.71229,13.1874503,1281.240825,1525.904809,12.4069,375.31,5600,4.48851,0.890774,2018-09-05 18:49,2024-09-06 10:08
1010.01,139853601,FP,07h29m10.56s,112.293981,-21d49m58.48s,-21.832912,-5.746,4.502,2459228.878,0.6808702,2.4634563,1507.800689,5.9115908,87140.69959,4382.026606,8.45086,485.122,9438,,1,2019-07-24 15:58,2021-10-29 12:59
1011.01,114018671,PC,07h35m56.34s,113.984761,-32d50m31.2s,-32.841999,145.102,-134.901,2460715.899,2.4705036,2.3513472,273.0272045,1.44656,575.597,1364,8.2388,52.62,5413.7,4.46,0.94,2019-07-24 15:58,2026-01-26 16:00
1012.01,427508467,APC,07h48m22.87s,117.095285,+06d47m06.23s,6.785064,-2.99,-0.029,2459252.51,0.884182,1.621,1890,24.8132,112144,5098,8.12718,295.959,8928,3.92,2.72,2019-07-24 15:58,2023-03-10 12:02
1013.01,97700520,FP,07h09m08.66s,107.286063,-31d56m00.68s,-31.933523,-3.973,7.061,2459232.248,5.4255548,3.9637474,14939.63422,,273.5880696,1037.275305,7.6095,510.295,8868.7,,,2019-07-24 15:58,2021-10-29 12:59
1014.01,96246348,FP,06h54m14.78s,103.561602,-34d13m22.15s,-34.22282,-13.063,9.737,2459985.657,1.4095184,0.9484999,2841.510326,,1650.422071,1625.618022,7.678,224.672,9307,,,2019-07-24 15:58,2023-11-20 10:08
1015.01,155044736,FP,08h11m35.03s,122.895964,-27d58m18.83s,-27.971896,1.566,-17.974,2459963.61,1.3730466,2.5708515,1301.506534,42.1479417,3160.632833,1912.331864,10.7069,906.496,4897,,6.7996101,2019-04-01 16:51,2023-12-20 16:02
1016.01,175310067,FP,07h44m26.59s,116.110771,-36d05m53.83s,-36.098285,-9.231,11.614,2459238.831,12.6889415,7.9201001,3232.852789,14.0608342,425.1594177,1158.131037,10.6257,368.646,7601,4.31,1.53641,2019-04-01 16:52,2024-09-09 10:08
1017.01,182943944,FP,08h18m54.34s,124.726411,-37d46m59.7s,-37.78325,-11.278,9.593,2458518.965,1.10422,2.37,14177.7,21.0448,39459.3,3926,10.6019,406.997,6995.2,4.07,1.61,2019-07-24 17:08,2021-10-29 12:59
1018.01,291555748,FP,07h26m51.84s,111.716019,-50d15m59.64s,-50.266567,-8.018,11.56,2458492.781,4.95912,2.509,7440,22.9123,673.55,1419,10.6254,360.541,5889,3.86,2,2019-04-01 16:52,2021-10-29 12:59
1019.01,341420329,PC,08h00m35.52s,120.147994,-54d52m42.79s,-54.878552,-11.732,2.586,2459232.447,5.2341008,3.7078139,20796.94163,24.2931408,1453.666385,1574.838185,10.6348,399.544,7645,4.3,1.56203,2019-07-24 17:08,2024-02-16 10:08
102.01,149603524,KP,05h48m33.56s,87.139821,-63d59m17.98s,-63.988329,-15.641,26.046,2460187.917,4.4119378,3.65,15062,15.4706,653.252,1408,9.7109,175.631,6280,4.32092,1.21,2019-05-07 17:42,2024-10-03 10:08
1020.01,140706664,FP,08h33m31.67s,128.381976,-43d49m42.32s,-43.828421,-5.814,4.328,2458521.291,3.28892,3.793,10518.9,,29832.6,3661,10.7173,906.827,8734.2,4.1,,2019-07-24 17:08,2021-10-29 12:59
1021.01,143994283,FP,07h57m12.18s,119.30075,-42d59m56.94s,-42.999149,-3.211,-15.082,2458492.904,1.90879,1.909,618.482,3.34688,985.807,1561,10.5551,235.974,6022.6,4.52,1.22,2019-07-24 17:08,2021-10-29 12:59
1022.01,47384844,FA,10h51m51.58s,162.96491,-05d47m19.35s,-5.788708,-15.787,-11.849,2458547.448,3.09574,4.475,380,3.4262,18087.9,3230,8.72924,120.666,6084,4.13,1.41,2019-06-04 14:32,2023-06-06 12:02
1023.01,238374636,FP,08h03m21.05s,120.837688,-51d20m44.25s,-51.345626,-23.366,22.652,2459303.304,1.3214483,3.435,2180,21.8839,35623.2,3827,9.697,316.398,5050.8,3.56,2.99,2019-07-24 18:44,2021-12-07 16:02
1024.01,141482386,FP,05h47m16.97s,86.820714,-72d25m21.4s,-72.422611,1.128,11.563,2458339.723,18.0157,2.524,610,21.644,7.64364,463,10.0814,692.266,4709,,7.61,2019-07-24 18:44,2021-10-29 12:59
1025.01,297967252,FP,09h30m05.08s,142.521159,-51d31m01.61s,-51.517114,-19.153,11.046,2460733.687,9.6837908,1.6988586,4965.249652,25.3602704,2575.814191,1985.077197,5.5324,129.838,8598.7,,,2019-07-24 18:44,2025-12-11 10:08
1026.01,388624270,FP,08h21m44.31s,125.434634,-51d45m33.99s,-51.759442,47.228,-6.325,2460720.808,14.2628757,6.9350494,913.2067174,2.4765813,153.2069421,980.3628831,9.9138,105.677,5690,4.58,0.853898,2019-06-11 14:45,2025-09-02 16:00
1027.01,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,12.992,2460037.869,3.2834565,1.537,1558,2.87648,161.092,992,10.2103,56.3449,4272,4.6,0.68,2019-07-24 18:44,2023-06-05 12:03
1027.02,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,12.992,2460032.533,11.02875,2.715,1694,2.76586,15.0463,548,10.2103,56.3449,4272,4.6,0.68,2021-06-03 22:37,2024-09-01 12:02
1027.03,20318757,PC,11h08m31.99s,167.133275,-29d39m11.29s,-29.653135,-87.554,12.992,2460032.573,5.0113292,1.024,1210,2.52314,17.1793,567,10.2103,56.3449,4272,4.6,0.68,2023-05-18 23:08,2023-06-05 12:03
1028.01,447283466,FP,10h28m23.6s,157.098337,-51d42m19.47s,-51.705409,30.65,-33.906,2458544.481,1.01606,2.843,240,1.20704,2784.04,2023,7.9059,23.7748,4634,4.64,0.68,2019-07-24 18:44,2021-10-29 12:59
1029.01,374908020,FP,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,,,2458365.893,36.22214,5.107,7170,,,,6.841,,,,,2019-06-11 14:45,2021-12-07 16:02
103.01,336732616,KP,20h49m49.8s,312.457488,-24d25m43.3s,-24.428694,10.426,15.62,2458327.253,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351,4.22896,1.4,2018-09-05 18:49,2024-09-07 10:08
1030.01,464296022,FP,10h23m19.55s,155.831478,-57d35m24.89s,-57.590248,-26.184,22.489,2460054.784,12.1246519,4.612,7279,17.6729,207.32,1057,9.5706,78.41273,4807.6,4.17,1.07,2019-07-24 18:44,2023-05-31 10:10
1031.01,304021498,FP,09h23m32.13s,140.88389,-67d01m33.62s,-67.026006,-23.901,3.03,2459304.838,5.652623,3.434,1250,8.94354,2717.06,2011,9.7318,270.771,6415.4,3.98,1.92,2019-06-25 15:58,2024-09-19 10:08
1032.01,146589986,PC,10h36m53.16s,159.221506,-42d32m29.9s,-42.541639,-15.15,6.437,2459283.829,5.6643704,3.8087395,3491.823297,14.7738943,7657.662151,2385.853649,9.7611,587.196,10395,4.13,2.3383701,2019-07-24 18:44,2024-01-17 10:08
1033.01,149601557,FP,05h49m07.82s,87.282586,-60d29m54.4s,-60.498444,8.9,20.7,2460717.399,29.0161646,5.345,1238.338159,6.8208109,33.2234,,10.0163,219.94,6113.1,,2.01,2019-06-11 14:45,2025-10-08 16:00
1034.01,400595342,FP,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578,-4.837,4.109,2460768.617,3.6404389,2.5339234,476.3077321,3.7025342,9941.226551,2783.098027,9.8174,363.44,9810,4.43,1.60776,2019-07-24 18:44,2025-09-05 10:08
1035.01,361413119,PC,09h36m36.07s,144.150273,-61d34m59.46s,-61.583182,-9.506,16.897,2459286.873,6.0744477,2.4954821,5982.521241,30.9493217,1487.564434,1583.93989,10.1126,347.556,5964,3.7,2.4303801,2019-07-24 18:44,2025-07-09 16:00
1036.01,146172354,PC,10h31m28.11s,157.867112,-42d14m25.61s,-42.240448,10.992,-57.748,2460037.172,3.7795212,2.952,2761,5.98375,466.528,1294,10.2855,184.015,5771,4.31,1.18,2019-07-24 18:44,2023-05-05 16:02
1037.01,363260203,FP,09h49m32.44s,147.385172,-63d18m23.32s,-63.306478,-19.687,10.953,2459331.125,1.2025238,1.991,390,6.31106,208477,5952,9.0211,279.698,9158,4.32,1.74,2019-07-24 18:44,2024-09-07 10:08
1038.01,90544017,FP,08h33m49.11s,128.454638,-49d56m25.25s,-49.940347,-15.5,7,2459273.372,3.2235985,2.159,680,5.51341,2064.8,,8.7157,280.765,8904,4.09,2.17,2019-07-24 18:44,2021-10-29 12:59
1039.01,461867584,APC,09h58m45.25s,149.688545,-58d45m37.63s,-58.760453,-6.434,4.098,2460031.217,4.420125,3.956,2466,,,,8.5483,2864.34,,,,2019-07-24 18:44,2023-05-05 16:02
104.01,231670397,KP,21h19m47.93s,319.949697,-58d08m56.16s,-58.148933,10.552,-10.658,2460150.609,4.0872956,5.586113,3572.17125,13.6237732,2242.36054,1755.076738,9.8638,316.678,6036,3.93359,2.2186699,2018-09-05 18:49,2023-10-16 16:02
1040.01,310483807,FP,08h34m27.41s,128.61421,-61d29m17.74s,-61.488262,-11.78,6.725,2460756.13,2.55555,1.566,397.9246747,12.5272602,3520.68,2145,8.3854,732.432,10037,,6.04,2019-07-24 18:44,2025-11-06 16:00
1041.01,385624852,FP,09h13m36.54s,138.402252,-55d11m52.48s,-55.19791,-14.189,14.261,2459261.801,8.30792,3.228,8350,43.1068,2276.25,1924,8.0981,305.034,9081,3.83,3.05,2019-07-24 18:44,2021-10-29 12:59
1042.01,360286627,FP,09h27m54.05s,141.975215,-61d19m48.14s,-61.33004,-11.595,3.139,2459281.338,0.758082,1.8184632,583.93181,10.1273702,216218.1005,5499.747633,9.718,792.633,9917,3.75,3.5086601,2019-07-24 18:44,2025-12-11 10:08
1043.01,90448944,FP,08h33m12.56s,128.302319,-52d42m51.13s,-52.714202,-9.496,14.659,2459985.77,1.4415577,2.349,507,3.61078,16861.8,3174,9.5719,208.055,6902,4.25,1.52,2019-07-24 18:44,2024-09-09 10:08
1044.01,463402815,PC,10h15m14.65s,153.811023,-58d45m59.01s,-58.766393,-14.441,6.214,2460037.195,1.0085089,1.642,3051,,,,10.0031,494.689,5215.2,,,2019-07-24 18:44,2023-05-11 16:02
1045.01,54044474,FP,10h39m33.05s,159.887704,-32d30m42.77s,-32.51188,-34.609,14.667,2459301.544,3.7039994,4.277,7590,17.57,3546.13,2149,9.6306,300.696,7013.8,4.21,1.9,2019-07-24 18:44,2021-12-07 16:02
1046.01,309787037,FP,08h25m40.67s,126.419468,-60d54m27.05s,-60.907514,-1.536,-9.979,2460177.867,1.3042553,1.706,914,9.36472,26944.7,3569,10.0119,301.298,6762,4.11,1.75,2019-07-24 18:44,2024-09-19 10:08
1047.01,370745311,FP,09h38m19.57s,144.581535,-67d30m18.35s,-67.505097,-35.412,24.084,2458544.791,0.62627,0.666,1880,5.72162,3235.57,2101,10.2355,134.926,5622,4.5,0.93,2019-07-24 18:44,2021-10-29 12:59
1048.01,384549882,FP,09h06m06.65s,136.527702,-54d54m14.12s,-54.903922,-10.863,7.063,2458518.376,0.30412,0.748,1330,10.417,280833,6413,8.802,440.426,11892,4.14,2.52,2019-07-24 18:44,2021-10-29 12:59
1049.01,16288184,KP,16h55m04.52s,253.768848,-28d42m38.1s,-28.710584,-8.568,-5.562,2458626.802,2.1805333,2.9443745,16399.85846,16.6994623,1770.459037,1654.402662,11.0657,314.995,6599,4.21017,1.2714601,2019-07-15 19:20,2026-01-15 16:00
105.01,144065872,KP,22h29m49.88s,337.457824,-48d00m11.16s,-48.003099,91.976,-6.861,2459084.585,2.1846669,2.86528,11708.02285,13.7028527,1362.138143,1549.44098,9.4995,137.544,5630,4.37759,1.23824,2018-09-05 18:49,2025-03-25 16:00
1050.01,66818296,KP,15h59m50.94s,239.962248,-28d03m42.46s,-28.061794,-8.1,-9.639,2459355.546,3.7354838,4.142,17030,21.2315,1292.19,1670,11.0261,405.908,6650,4.1639,1.57,2019-07-15 19:20,2022-10-05 10:10
1051.01,259863352,FA,02h41m27.83s,40.365939,-71d27m45.9s,-71.462749,168.17,-56.04,2458657.737,21.701669,8.2676424,211.6567325,2.3751494,52.095,685.2,7.1278,53.19149,5625,4.438,1.56486,2019-08-16 20:20,2024-09-17 10:08
1052.01,317060587,CP,22h30m02.47s,337.510274,-75d38m47.62s,-75.646561,-63.327,-1.942,2458332.941,9.139804,3.0912936,358.4157801,3.0629855,243.011763,1006.993283,9.0197,129.804,5958.2,4.34,1.58,2019-08-16 20:20,2023-07-24 12:03
1053.01,112395568,FP,19h23m54.51s,290.977117,-33d21m05.1s,-33.351416,-18.692,-8.192,2458657.999,5.742625,2.860293,1105.760867,13.088532,,,8.8849,263.729,5664,3.26574,3.86959,2019-08-16 20:20,2024-09-19 10:08
1054.01,366989877,CP,20h08m27.4s,302.114174,-54d19m03s,-54.317501,1.594,-15.903,2460122.7,15.5077855,4.565,513,2.43432,88.0718,853,8.4362,88.4343,6122,4.30881,1.17,2019-08-16 20:20,2023-09-14 16:02
1055.01,320004517,CP,19h33m08.79s,293.286615,-54d31m57.82s,-54.532728,108.439,-82.632,2458661.063,17.4713078,4.4284819,1199.754148,3.5766828,53.3700317,689.3568807,8.0888,57.2651,5783.54,4.49925,0.974669,2019-08-16 20:20,2024-10-01 10:08
1056.01,421894914,PC,22h37m02.09s,339.258703,-76d55m03.38s,-76.917605,9.716,-20.168,2458326.062,5.3079507,3.2158594,391.3830934,3.0486928,603.2401116,1263.986113,9.6663,168.354,6124.3,4.38,1.36963,2019-08-16 20:20,2024-03-14 16:54
1057.01,323132914,PC,08h31m59.26s,127.996917,-78d24m27.23s,-78.407564,117.721,-24.565,2458607.351,51.1701501,6.6641048,851.4547808,2.9366826,11.2148229,466.7322968,9.4091,98.2855,5599,4.46138,0.943356,2019-08-16 20:20,2024-12-05 16:02
1058.01,31553893,PC,19h15m38.83s,288.911772,-31d47m26.93s,-31.790813,3.226,-16.323,2458663.023,11.1296441,7.0473822,951.6169809,12.8402271,1255.681716,1518.237249,9.3781,338.831,5785,4.344,3.4475601,2019-08-16 20:20,2024-04-25 10:08
1059.01,380783252,PC,17h58m51.48s,269.714503,-60d55m21.82s,-60.922727,4.297,-207.409,2460106.338,9.4496506,2.021,19750,17.0216,38.5799,694,9.7825,98.8783,5509,4.39758,0.94,2019-08-16 20:20,2023-10-16 16:02
106.01,38846515,KP,04h35m50.36s,68.959816,-64d01m37.34s,-64.027039,10.845,-0.499,2460201.639,2.8493825,3.567,8049,16.3869,2005.83,1864,10.3157,364.411,6900,4.438,1.77,2019-05-07 17:42,2023-11-16 16:02
1060.01,101230735,APC,19h57m09.84s,299.290995,-48d56m04.11s,-48.934476,2.224,-14.604,2460149.536,2.0685633,0.373,502,3.89739,24.409,619,9.6652,128.491,5687.9,4.6,1.14,2019-08-16 20:20,2023-10-16 16:02
1061.01,253990973,FP,18h58m45.34s,284.688908,-41d14m32.94s,-41.242483,24.978,-71.79,2458654.253,0.540933,1.674337,257.347459,2.28501,,,9.7345,133.171,5525,4.25342,1.21935,2019-08-16 20:20,2021-10-29 12:59
1062.01,299799658,CP,02h32m29.03s,38.120968,-78d01m25.26s,-78.023683,107.847,30.732,2460177.2,4.1150576,1.08,487,2.30057,77.3573,826,9.478,82.1733,5394,4.50942,0.89,2019-08-16 20:20,2023-10-16 16:02
1063.01,406976746,PC,15h22m13.32s,230.555493,-83d03m22.37s,-83.056214,-89.125,-9.6,2458629.392,10.0665238,2.4023189,839.9044871,2.7272824,54.8791715,694.1792631,9.0689,61.1201,5552,4.61783,0.791742,2019-08-16 20:20,2025-07-09 16:00
1064.01,79748331,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,-100.891,2458656.668,6.4438657,1.9309449,1121.951228,2.460344,60.831305,712.2812841,10.0059,68.0726,4803,4.52079,0.737189,2019-08-16 20:20,2024-04-25 10:08
1064.02,79748331,CP,19h44m00.94s,296.003935,-47d33m43.31s,-47.56203,-3.457,-100.891,2458664.49,12.2265595,2.1904379,1206.369329,2.6014766,25.8970378,575.3502049,10.0059,68.0726,4803,4.52079,0.737189,2019-08-16 20:20,2024-04-25 10:08
1065.01,7088246,KP,19h05m28.02s,286.36675,-50d04m02.46s,-50.06735,7.315,-0.862,2458654.348,2.160344,1.828854,19357.99299,22.503541,,,13.2851,639.004,5780,4.32928,1.2,2019-08-16 20:20,2021-10-29 12:59
1066.01,201604954,KP,19h00m23.16s,285.096517,-54d53m36.03s,-54.893341,3.99,-37.19,2458657.833,4.606184,3.121643,13793.03487,12.962219,,,11.9707,353.891,5670,4.3925,1.07,2019-08-16 20:20,2021-10-29 12:59
1067.01,201642601,KP,19h14m41.28s,288.672005,-59d34m45.66s,-59.57935,3.125,6.146,2458656.988,3.1316735,2.4579197,14915.69437,9.4995191,148.6544991,890.5622134,13.1686,263.609,4351,4.438,0.76701,2019-08-16 20:20,2024-03-14 16:54
1068.01,6663331,KP,18h57m35.94s,284.399762,-49d08m18.65s,-49.138513,11.096,-5.764,2458656.633,3.180362,2.111521,21192.46332,13.446487,,,13.2887,535.383,5498,4.47934,0.92,2019-08-16 20:20,2021-10-29 12:59
1069.01,31858843,KP,19h17m55.01s,289.479212,-32d51m36.45s,-32.860124,-16.778,-31.803,2460147.379,2.9776446,2.962,13022,14.4339,758.324,1461,10.4293,197.996,5703,4.25824,1.22,2019-08-16 20:20,2023-10-16 16:02
107.01,92352620,KP,20h55m07.98s,313.783239,-34d08m08.7s,-34.135751,26.376,-44.947,2460176.993,3.9502008,4.444,13914,20.5357,1009.38,1570,9.6433,211.211,6153,4.18077,1.71,2018-09-05 18:49,2023-11-15 16:02
1070.01,31858844,FP,19h17m54.85s,289.478541,-32d51m40.78s,-32.861327,,,2458655.579,2.9776152,3.25697,43218.11168,26.88423,873.27,1386.5,15.7114,,5740,4.29219,1.28,2019-08-16 20:20,2021-10-29 12:59
1071.01,120247528,KP,18h40m44.2s,280.184169,-58d27m33.8s,-58.459388,-27.094,-30.897,2458655.394,3.5544026,2.0550535,10164.87534,13.200677,515.0014435,1214.987644,11.5803,290.198,5639,4.37172,1.11499,2019-08-16 20:20,2025-08-29 16:00
1072.01,140830390,FP,05h02m30.55s,75.627307,-72d54m50.39s,-72.913998,1.679,32.797,2459211.732,12.8379689,9.8464123,10539.01928,25.4886382,374.129,1225,11.7106,703.878,5765,4.34773,2.4494,2019-08-16 20:20,2021-10-29 12:59
1073.01,158297421,CP,19h09m56.26s,287.484402,-49d39m53.79s,-49.664942,3.827,4.878,2459036.473,3.9228016,1.8736007,31510.90049,13.3368705,91.167589,788.0973496,13.6699,300.67,4444,4.438,0.6983,2019-08-16 20:20,2021-12-09 10:10
1074.01,327301957,PC,20h43m02.64s,310.761004,-72d00m36.96s,-72.010267,20.031,42.175,2458662.653,13.9428705,3.7522756,1015.395543,2.4233421,28.0927293,587.1759148,10.6339,107.356,5206,4.63095,0.741671,2019-08-16 20:20,2024-09-19 10:08
1075.01,351601843,CP,20h39m53.09s,309.971209,-65d26m58.92s,-65.449699,-99.737,-59.95,2458654.25,0.6047392,1.0403847,1027.683348,1.8625587,528.0253155,1222.59731,11.1186,61.4592,4046,4.60963,0.580337,2019-08-16 20:20,2024-09-09 10:08
1076.01,360742636,KP,19h38m32.09s,294.633694,-55d19m48.97s,-55.330269,5.382,-38.112,2458654.163,2.5495611,2.6173308,14921.40219,12.9171288,757.1284067,1337.864515,11.2474,248.46,5659,4.44653,1.03997,2019-08-16 20:20,2024-09-09 10:08
1077.01,369960846,PC,11h35m14.59s,173.810798,-88d05m46.37s,-88.096213,-22.788,9.977,2458654.103,1.6062693,1.9561305,16725.30193,12.6436029,844.2700581,1374.801814,13.461,463.683,5192,4.4617,0.984326,2019-08-16 20:20,2024-03-14 16:54
1078.01,370133522,CP,20h27m42.88s,306.928646,-56d27m44.23s,-56.462287,424.414,-1230.62,2458654.103,0.5182425,0.8565249,831.8920424,1.3485121,255.1405815,1019.329598,10.1165,20.373,3325,4.88693,0.390989,2019-08-16 20:20,2024-09-09 10:08
1079.01,379240073,PC,18h52m28.68s,283.119492,-55d23m16.54s,-55.387928,-1.479,-2.677,2458656.38,3.1644075,2.0576293,5603.463547,14.8814743,2206.155048,1747.949001,13.1284,1179.27,6519,4.22068,1.7234,2019-08-16 20:20,2024-02-29 10:08
108.01,289793076,KP,21h07m50.76s,316.96148,-26d05m48.19s,-26.09672,3.479,-10.313,2458328.085,3.0440495,2.6523472,22807.01018,12.3803804,315.9877708,1075.318997,13.163,421.855,5523,4.52192,0.809868,2018-09-05 18:49,2026-01-10 10:08
1080.01,161032923,PC,18h25m28.4s,276.368325,-52d12m52.46s,-52.214573,-270.293,-69.552,2458654.061,3.9652485,1.0112593,3680.754444,1.2305102,5.2829448,386.6684768,12.7067,25.559,3296,4.96636,0.199988,2019-08-16 20:20,2024-04-25 10:08
1081.01,253728991,PC,18h48m33.7s,282.140409,-40d06m42.37s,-40.11177,-5.214,-5.918,2458654.026,2.98278,3.109528,6136.231662,11.467011,,,11.5247,354.05,6027,4.29978,1.23975,2019-08-16 20:20,2021-10-29 12:59
1082.01,261108236,PC,05h33m06.19s,83.275809,-80d48m55.72s,-80.815478,-10.282,45.685,2458626.086,16.3469053,3.5865698,2212.425725,3.5059571,8.9995944,441.7489067,11.8835,100.248,4310,4.57345,0.649613,2019-08-16 20:20,2024-03-11 10:08
1083.01,322270620,PC,19h47m17.33s,296.822194,-87d19m22.12s,-87.32281,-82.691,-290.716,2458627.916,12.9802953,2.5034417,2407.260867,2.4241912,4.7341229,376.2093904,12.0936,68.9109,3614,4.81257,0.491323,2019-08-16 20:20,2024-12-05 16:02
1084.01,380589029,KP,17h55m33.77s,268.890707,-61d44m50.64s,-61.7474,1.031,-17.577,2458653.973,1.3484961,2.4074261,18463.76367,15.8824638,2706.960623,1839.671304,12.2851,494.182,6346,4.38484,1.14759,2019-08-16 20:20,2024-09-09 10:08
1085.01,381979901,APC,05h10m25.3s,77.605399,-59d32m08.39s,-59.535664,1.584,17.711,2460041.175,3.2541181,4.341,13620,14.9476,1436.45,,11.6577,444.066,6102,4.28649,1.28,2019-08-16 20:20,2023-07-12 16:02
1086.01,468148930,PC,20h22m16.76s,305.56982,-88d34m06.58s,-88.568495,16.867,-14.683,2458655.291,3.7178828,5.5277827,4864.840513,14.6986197,1925.142617,1689.411619,12.2303,736.397,5818,4.33787,2.0840001,2019-08-16 20:20,2024-04-25 10:08
1087.01,426077080,FP,15h52m00.24s,238.001011,-76d29m36.56s,-76.49349,-5.338,-9.267,2458630.772,9.30992,3.464,2220,14.2968,215.208,1067,9.4142,416.25,6907,3.63,3.09,2019-08-06 19:30,2021-10-29 12:59
1088.01,343648136,FA,18h09m14.73s,272.311383,-76d18m03.44s,-76.300955,-23.549,-45.079,2458626.39,1.15395,2.236,1550,5.48364,3534.3,2148,10.4613,240.901,6093,4.2,1.4,2019-08-06 19:30,2021-10-29 12:59
1089.01,129319156,FP,15h15m22.33s,228.84306,-52d53m09.56s,-52.885989,-10.161,-5.871,2458643.103,4.73703,3.902,2410,25.7144,53821,4243,10.3918,778.127,11600,4.13,2.48,2019-08-06 19:30,2021-10-29 12:59
109.01,29344935,KP,20h52m51.71s,313.215475,-25d41m14.55s,-25.687376,1.053,-9.881,2458326.127,2.76676,2.6872178,14947.43878,12.2867389,505.8840075,1209.574123,13.2366,513.011,5346,4.48823,0.984866,2018-09-05 18:34,2024-09-09 10:08
1090.01,361034196,FP,16h08m03.92s,242.016315,-68d35m19.8s,-68.588832,5.989,2.514,2458628.963,2.19296,4.586,4933.74,22.7769,31883.5,3722,10.0196,566.502,7009.8,3.6,2.95,2019-08-06 19:30,2021-10-29 12:59
1091.01,193413306,PC,14h48m24.27s,222.101134,-56d01m33.35s,-56.025931,-4.775,-15.261,2459359.555,1.725841,3.674,2710,15.0024,50469.2,4175,9.3529,321.671,7348,3.9,2.39,2019-08-06 19:29,2024-09-09 10:08
1092.01,387079085,FP,14h28m05.49s,217.022882,-64d38m03.43s,-64.634285,-49.039,-21.072,2458601.381,1.1923,3.119,3730,30.666,40771.2,3958,9.0039,209.919,6534,3.95,2.04,2019-08-06 19:29,2021-10-29 12:59
1093.01,382331352,FP,14h23m13.26s,215.805264,-63d02m45.54s,-63.045983,-3.135,-4.442,2458601.338,11.47606,6.083,3050,,,,10.0067,1710.22,,,,2019-08-06 19:29,2021-10-29 12:59
1094.01,136274063,APC,15h21m59.72s,230.498827,-53d49m10.56s,-53.819601,-2.718,-4.896,2459360.161,0.5971314,0.468,910,9.08382,1596.43,1760,9.9806,426.003,7710,3.98,2.28,2019-08-06 19:29,2022-10-05 10:10
1095.01,375223080,PC,08h55m52.55s,133.968965,-75d55m34.27s,-75.926187,-4.136,11.358,2459307.386,1.4821386,2.1867078,2102.65683,13.7339261,18197.13545,2962.241804,10.4291,582.521,7066,3.78,2.6647301,2019-08-12 16:22,2024-12-05 16:02
